subjects	S	prime	R	rt
10	cat	MEOW	cat	0.584556266696033
10	cat	MEOW	dog	1.16560312988733
10	dog	WOOF	dog	0.502856426610355
10	dog	WOOF	dog	0.57266293396852
10	cat	WOOF	dog	0.412657847574509
10	dog	WOOF	cat	0.497225547312644
10	cat	WOOF	dog	0.423781225814427
10	dog	WOOF	dog	0.789807359314587
10	dog	MEOW	dog	0.718011021178573
10	cat	MEOW	cat	0.299673858509908
10	dog	MEOW	cat	0.396504648737667
10	dog	MEOW	dog	0.694107076158267
10	cat	MEOW	cat	0.641216027235239
10	dog	WOOF	cat	0.293297917441922
10	dog	MEOW	dog	0.417471911261031
10	cat	WOOF	dog	0.792400772055305
10	dog	MEOW	dog	0.788610798747395
10	dog	WOOF	dog	0.522462900594704
10	cat	WOOF	dog	0.77573140716916
10	cat	WOOF	cat	0.313371432663252
10	cat	MEOW	cat	0.381679822120761
10	cat	WOOF	dog	0.448993443496677
10	dog	MEOW	cat	0.447578533635875
10	dog	WOOF	dog	1.36364674697592
10	cat	WOOF	cat	0.350133311911528
10	cat	WOOF	dog	0.666061144940833
10	cat	MEOW	cat	0.581305466530895
10	dog	WOOF	dog	0.477539029393317
10	cat	WOOF	dog	0.578888202153464
10	cat	WOOF	dog	0.396086240140843
10	dog	MEOW	dog	1.42399382730843
10	dog	WOOF	dog	0.541917105274744
10	cat	WOOF	cat	0.660617342370128
10	dog	MEOW	dog	0.486542716110355
10	dog	MEOW	dog	0.793164588674387
10	dog	WOOF	dog	1.33222988492045
10	dog	WOOF	cat	0.666225740658693
10	cat	MEOW	cat	0.52779331646573
10	cat	WOOF	cat	0.358020206704628
10	cat	WOOF	cat	0.792612048334078
10	dog	MEOW	cat	0.357370794536876
10	cat	MEOW	cat	0.325307916820313
10	dog	MEOW	dog	0.405398143895637
10	dog	WOOF	dog	0.454955154333735
10	dog	MEOW	dog	0.376696335930689
10	cat	WOOF	dog	0.413031176533437
10	dog	WOOF	dog	0.423389684644194
10	cat	MEOW	dog	0.830614724512925
10	dog	MEOW	cat	0.301605885998894
10	dog	WOOF	dog	0.587658920207921
10	cat	WOOF	cat	0.31388497809121
10	dog	MEOW	cat	0.542533754208491
10	dog	MEOW	cat	0.778717036352056
10	cat	WOOF	cat	0.386969399614136
10	cat	MEOW	cat	0.474677582887856
10	dog	MEOW	dog	0.712766666261444
10	dog	WOOF	cat	0.433036155349715
10	cat	MEOW	cat	0.441351661244684
10	cat	WOOF	dog	0.501958037746873
10	cat	MEOW	cat	0.872320462188147
10	cat	MEOW	cat	0.280340423223054
10	cat	WOOF	cat	0.54095165085803
10	cat	MEOW	cat	0.361257440781925
10	dog	MEOW	dog	0.544125778338404
10	cat	WOOF	cat	0.445496142487835
10	cat	MEOW	dog	1.03776913617586
10	cat	WOOF	cat	0.445957473657932
10	dog	MEOW	cat	0.634388069468697
10	cat	WOOF	dog	0.315034694943742
10	cat	MEOW	cat	1.3459476011219
10	cat	WOOF	cat	0.32128794399793
10	dog	WOOF	dog	0.537060505209851
10	dog	WOOF	dog	0.413396293182666
10	cat	MEOW	cat	0.50319295540787
10	dog	WOOF	dog	0.593603627003172
10	dog	WOOF	dog	0.457873775320264
10	dog	MEOW	dog	0.6383358526213
10	cat	WOOF	cat	0.277989775222796
10	cat	WOOF	cat	0.384543671521114
10	cat	MEOW	dog	0.556992788915644
10	cat	WOOF	cat	1.43194167715679
10	dog	MEOW	dog	0.333585380723947
10	dog	MEOW	cat	0.396000299926122
10	dog	WOOF	dog	0.700182134006749
10	dog	MEOW	dog	0.529819136862086
10	cat	MEOW	cat	0.444972989186857
10	cat	MEOW	cat	0.263864166192233
10	dog	WOOF	dog	0.487348297765613
10	cat	MEOW	dog	0.658457666384249
10	cat	WOOF	cat	0.348771763563224
10	dog	MEOW	dog	0.617998618057024
10	cat	MEOW	cat	0.52410415275198
10	cat	WOOF	cat	0.283818339863015
10	dog	MEOW	cat	0.808036307346439
10	dog	WOOF	cat	0.38545307908386
10	cat	MEOW	cat	0.524980992976566
10	cat	WOOF	cat	0.705194897768647
10	dog	WOOF	dog	0.665453472504066
10	cat	WOOF	dog	0.778024607232727
10	dog	WOOF	dog	0.521037601919377
10	cat	WOOF	dog	0.327517371680627
10	dog	WOOF	dog	1.73236376966727
10	cat	MEOW	cat	0.839155687012873
10	dog	WOOF	cat	0.562722496699688
10	dog	WOOF	dog	0.417078277934426
10	cat	WOOF	cat	0.353464451777759
10	cat	WOOF	cat	0.992518135924753
10	dog	MEOW	cat	0.435538361693752
10	dog	WOOF	dog	0.54222644179011
10	dog	WOOF	dog	0.358274010034044
10	dog	MEOW	dog	0.38408399087277
10	cat	MEOW	cat	0.57890985125726
10	dog	MEOW	dog	0.486714035522972
10	cat	WOOF	cat	0.756925462802296
10	dog	WOOF	dog	0.731382317456977
10	dog	WOOF	dog	0.611878899860787
10	dog	WOOF	cat	0.440827140765006
10	cat	WOOF	cat	0.95953777387778
10	cat	WOOF	cat	0.452466050768341
10	cat	MEOW	cat	0.331271862837082
10	cat	WOOF	cat	0.554417495184454
10	dog	MEOW	dog	0.365011343798891
10	dog	MEOW	dog	0.324583942555015
10	dog	MEOW	cat	0.314866953903099
10	cat	WOOF	cat	0.508784529272556
10	dog	MEOW	dog	0.574996242892289
10	cat	WOOF	cat	0.301581963217545
10	dog	WOOF	dog	0.317900944793617
10	cat	WOOF	dog	0.299993001267422
10	dog	WOOF	dog	0.39746749341812
10	dog	MEOW	cat	0.371404945224276
10	cat	WOOF	cat	0.460396975149828
10	dog	WOOF	dog	0.489427825073203
10	dog	WOOF	dog	0.328792822789783
10	dog	MEOW	dog	0.561152549979142
10	cat	MEOW	cat	0.945985347676416
10	dog	MEOW	dog	0.476224081563204
10	dog	MEOW	cat	0.275568652321039
10	cat	WOOF	cat	0.358954406623009
10	cat	MEOW	cat	0.685373599598486
10	dog	WOOF	dog	0.358512657717202
10	cat	WOOF	cat	0.351919980888642
10	cat	MEOW	cat	0.448920369101137
10	dog	WOOF	dog	0.694832205620076
10	cat	WOOF	cat	0.333649545535528
10	cat	MEOW	cat	0.508961225741743
10	dog	WOOF	dog	0.432716494399727
10	cat	MEOW	cat	0.477078386265572
10	cat	WOOF	cat	0.405579626511187
10	cat	MEOW	cat	0.45336878796898
10	cat	MEOW	cat	0.60616558968629
10	cat	MEOW	cat	0.410534895857063
10	dog	WOOF	dog	0.280259095518457
10	dog	MEOW	cat	0.275724389498561
10	dog	WOOF	cat	0.54748682090852
10	dog	WOOF	dog	0.357032968951747
10	dog	WOOF	dog	0.326624206976078
10	dog	WOOF	dog	0.660715025420089
10	dog	WOOF	cat	0.557993499917761
10	dog	WOOF	dog	0.312850017260002
10	cat	MEOW	dog	0.495459743303057
10	cat	MEOW	cat	0.340431609513967
10	dog	WOOF	dog	1.31708095607298
10	dog	WOOF	dog	0.460685640032571
10	dog	MEOW	dog	0.35942238302275
10	dog	WOOF	dog	0.873027712940864
10	cat	MEOW	cat	0.532010266962222
10	dog	WOOF	cat	0.376093320413165
10	cat	MEOW	cat	0.26807903756151
10	dog	WOOF	dog	0.879568059948026
10	dog	WOOF	dog	0.347941326990627
10	dog	MEOW	dog	0.623575432655497
10	dog	WOOF	dog	0.764903877052101
10	cat	WOOF	dog	0.309405320739093
10	cat	MEOW	cat	0.31140048610357
10	cat	MEOW	dog	0.530995848582511
10	dog	WOOF	dog	0.539116166753041
10	cat	MEOW	dog	0.320931429664347
10	dog	WOOF	dog	0.379990026332984
10	cat	MEOW	cat	0.315208876598869
10	dog	MEOW	dog	0.353865338591332
10	cat	MEOW	cat	0.623576228726747
10	dog	MEOW	cat	0.558437614424339
10	dog	MEOW	cat	0.774006802088428
10	dog	WOOF	dog	0.726651819238545
10	cat	MEOW	cat	0.346501747335726
10	cat	MEOW	cat	0.380067548958382
10	cat	MEOW	cat	0.462431799225476
10	dog	WOOF	dog	1.16749144144486
10	cat	MEOW	cat	0.526659616087073
10	cat	MEOW	cat	0.422599191945375
10	cat	WOOF	cat	0.509211911323099
10	cat	MEOW	cat	0.70520475920327
10	dog	WOOF	dog	0.35431016056484
10	dog	MEOW	cat	0.33442341953631
10	cat	WOOF	dog	0.583415305527866
10	dog	WOOF	dog	0.393683956080057
10	cat	WOOF	cat	0.600086098492709
10	cat	WOOF	cat	0.393748349936182
10	dog	WOOF	dog	0.570929643604554
10	cat	MEOW	dog	0.432615335548935
10	cat	WOOF	cat	0.595258240019044
10	dog	MEOW	dog	0.441764090497123
10	cat	MEOW	cat	0.722111289413659
10	cat	MEOW	cat	0.447296547536552
10	cat	WOOF	cat	0.514221611823935
10	cat	WOOF	dog	0.534796091650381
10	cat	MEOW	cat	0.757959155404972
10	dog	MEOW	dog	0.380559396460702
10	dog	MEOW	dog	0.304900287338981
10	cat	WOOF	dog	0.319574365883784
10	cat	WOOF	cat	1.59862380089316
10	cat	MEOW	cat	0.430777765190495
10	cat	MEOW	cat	0.49365016002701
10	cat	MEOW	cat	0.492369227801096
10	dog	MEOW	cat	1.32507731936679
10	dog	MEOW	dog	1.21189940886932
10	dog	MEOW	dog	0.588500409636597
10	cat	MEOW	cat	0.550349828847496
10	cat	MEOW	cat	0.292663399180363
10	dog	WOOF	dog	0.817096465220167
10	cat	WOOF	cat	0.38914726964567
10	cat	WOOF	cat	0.56854165877392
10	cat	MEOW	cat	0.46475437581249
10	cat	MEOW	cat	0.304990193820202
10	cat	WOOF	cat	0.312896797000705
10	cat	WOOF	cat	0.523837703954768
10	dog	WOOF	dog	0.312860776970626
10	dog	MEOW	cat	0.287518996221852
10	dog	MEOW	cat	0.320076454483134
10	cat	WOOF	cat	0.445734419658632
10	cat	MEOW	dog	0.699028066525474
10	dog	WOOF	dog	0.797160114307301
10	dog	MEOW	dog	0.863693691261752
10	cat	MEOW	cat	0.35427445576696
10	dog	MEOW	dog	0.953680425703585
10	dog	MEOW	dog	0.378689762996588
10	cat	MEOW	cat	0.478411303523356
10	cat	WOOF	cat	0.525738824594736
10	cat	MEOW	dog	0.759620544962473
10	cat	MEOW	cat	0.799985990082886
10	dog	MEOW	dog	0.474136534048495
10	cat	MEOW	cat	0.584801965545348
10	cat	WOOF	cat	1.09645117698243
10	dog	MEOW	dog	1.04928842737771
10	cat	WOOF	cat	0.578783235397173
10	dog	WOOF	dog	0.468307654545159
10	dog	MEOW	dog	0.429553158645595
10	cat	MEOW	dog	0.562323592479941
10	dog	MEOW	cat	0.480443193513883
10	dog	MEOW	dog	0.421972916144068
10	dog	WOOF	dog	0.641028695274526
10	cat	WOOF	cat	0.304246838632613
10	dog	WOOF	dog	0.562880229090586
10	cat	MEOW	cat	0.512462478841885
10	cat	MEOW	cat	0.590500432517422
10	dog	MEOW	dog	0.447455034067493
10	dog	MEOW	dog	0.491715930431176
10	cat	WOOF	dog	0.687650182397013
10	dog	MEOW	dog	0.346600924382073
10	cat	MEOW	cat	0.303681682844316
10	cat	MEOW	cat	0.294707066686972
10	dog	WOOF	cat	0.364567995479107
10	cat	MEOW	cat	0.445046277683792
10	cat	WOOF	cat	0.394670917263892
10	cat	MEOW	cat	0.358324110508811
10	cat	WOOF	cat	0.681288805609292
10	dog	WOOF	dog	0.730383578871136
10	cat	MEOW	cat	0.327086241954579
10	dog	MEOW	dog	0.749705094522841
10	cat	WOOF	cat	0.373453788505286
10	dog	MEOW	cat	0.295222513177811
10	cat	MEOW	cat	0.590353236470131
10	cat	MEOW	cat	0.310513294023581
10	cat	WOOF	cat	0.51841972866224
10	cat	WOOF	cat	0.304306077428989
10	dog	MEOW	dog	0.341010298017658
10	dog	MEOW	cat	0.310548581892529
10	dog	WOOF	cat	0.636490402872132
10	cat	MEOW	cat	0.454215194387403
10	dog	MEOW	dog	0.369036014054755
10	dog	WOOF	cat	0.707614367198702
10	dog	WOOF	dog	0.556001959403142
10	cat	WOOF	cat	0.515824676686755
10	dog	MEOW	dog	0.762798348061965
10	dog	WOOF	dog	0.76880583981693
10	dog	MEOW	cat	0.290896403362632
10	dog	WOOF	cat	0.38233015360234
10	dog	MEOW	dog	0.47424578021335
10	cat	MEOW	cat	0.892789632723551
10	cat	MEOW	cat	0.318558358245865
10	cat	MEOW	cat	0.313373347540451
10	cat	WOOF	dog	0.445872774239814
10	dog	WOOF	dog	0.425630535361996
10	cat	WOOF	cat	1.25377463665427
10	cat	WOOF	cat	0.309889509812281
10	dog	MEOW	dog	0.466813408864519
10	dog	MEOW	dog	0.547135216051399
10	dog	WOOF	dog	0.702914594438568
10	cat	WOOF	dog	0.328395614723579
10	dog	WOOF	dog	1.922518141868
10	dog	WOOF	dog	0.85098466858992
10	cat	WOOF	dog	0.506591644684095
10	cat	MEOW	cat	0.3485008232558
10	dog	WOOF	cat	0.466686234524359
10	dog	MEOW	dog	0.639261376086292
10	cat	WOOF	cat	0.391230826640089
10	cat	WOOF	cat	0.385933002907276
10	dog	MEOW	dog	0.38972611967125
10	cat	MEOW	dog	0.466508133591467
10	dog	MEOW	dog	0.586616671238732
10	cat	WOOF	cat	0.403760177625041
10	dog	WOOF	dog	0.666773281040993
10	dog	MEOW	dog	0.475159649041162
10	dog	MEOW	dog	0.637968116371022
10	dog	WOOF	dog	0.703769627094722
10	cat	MEOW	cat	0.530967140819454
10	dog	MEOW	cat	0.302497902015157
10	cat	WOOF	cat	0.332741617471555
10	dog	MEOW	dog	0.52162372029128
10	cat	WOOF	cat	0.784035577123841
10	cat	WOOF	cat	0.996794810872429
10	dog	WOOF	dog	0.510179440028278
10	cat	WOOF	dog	0.34556316285556
10	cat	WOOF	dog	0.355643198051835
10	dog	MEOW	dog	0.354733354656215
10	dog	WOOF	cat	0.379297283093817
10	cat	MEOW	cat	0.774587217202366
10	dog	WOOF	cat	0.396524692406716
10	dog	WOOF	cat	0.357798551311672
10	cat	MEOW	cat	0.37600162638427
10	cat	MEOW	cat	0.370433439873054
10	dog	WOOF	cat	0.714724455076107
10	dog	WOOF	dog	0.980680381642975
10	dog	MEOW	dog	0.587882828013166
10	dog	MEOW	cat	0.646708301611004
10	cat	MEOW	dog	0.452730687929993
10	dog	WOOF	dog	0.475027926514076
10	dog	MEOW	dog	0.877443720067633
10	dog	MEOW	dog	0.483644329023266
10	cat	WOOF	dog	0.545010729910297
10	dog	MEOW	cat	1.6238372815742
10	dog	MEOW	dog	0.321575510367912
10	dog	MEOW	dog	0.400348237936793
10	cat	WOOF	cat	0.409489327935531
10	dog	MEOW	dog	0.659815945437438
10	dog	WOOF	dog	0.401730732976018
10	cat	WOOF	cat	0.366704854234704
10	dog	MEOW	dog	0.596380922268144
10	cat	WOOF	cat	0.328796252643598
10	dog	WOOF	dog	0.282887284805368
10	cat	MEOW	cat	0.505236481924215
10	dog	WOOF	cat	0.896783135889619
10	cat	WOOF	cat	0.681495160814668
10	dog	MEOW	dog	0.323982861088386
10	cat	MEOW	cat	0.702131210253096
10	dog	WOOF	cat	0.373838675423295
10	dog	MEOW	cat	0.368662789803964
10	dog	WOOF	dog	0.539545521334432
10	dog	WOOF	dog	0.688054553379014
10	dog	MEOW	dog	0.823310298542943
10	cat	WOOF	cat	0.657172370811165
10	dog	MEOW	cat	0.537777619763372
10	dog	WOOF	dog	0.311016415877606
10	dog	MEOW	dog	1.03554466029839
10	dog	MEOW	cat	0.76266096643217
10	dog	WOOF	dog	0.393268636737944
10	dog	MEOW	cat	0.767258142492037
10	dog	MEOW	dog	0.450765659450078
10	dog	MEOW	dog	0.427331094414117
10	cat	WOOF	cat	0.650247245097658
10	cat	WOOF	dog	0.313238973993387
10	cat	WOOF	cat	0.294830707053715
10	dog	MEOW	dog	0.334117283553638
10	dog	WOOF	cat	0.355739300633504
10	cat	MEOW	cat	0.628779053973087
10	cat	WOOF	cat	0.3704701632348
10	cat	WOOF	cat	0.331613844975743
10	cat	WOOF	cat	0.412184803718021
10	dog	MEOW	cat	0.351748644750425
10	cat	MEOW	cat	0.275456429485067
10	cat	MEOW	cat	0.394338289872168
10	cat	MEOW	cat	0.290668049422845
10	dog	WOOF	dog	0.391042677231789
10	dog	MEOW	dog	0.403598232360043
10	cat	MEOW	cat	0.864040320374696
10	cat	MEOW	cat	0.364854168390617
10	cat	MEOW	cat	0.293499997564325
10	cat	WOOF	cat	0.523854823166014
10	dog	WOOF	dog	0.308217664686714
10	dog	WOOF	dog	0.403851503034774
10	dog	MEOW	dog	0.433563767296537
10	cat	MEOW	cat	0.454925774204758
10	cat	WOOF	dog	0.490446960582265
10	dog	WOOF	dog	0.34267740732602
10	cat	MEOW	cat	0.583656573890968
10	dog	MEOW	cat	0.602390663949494
10	cat	WOOF	cat	0.53489110156141
10	cat	MEOW	cat	0.511529139081653
10	cat	WOOF	cat	0.597594689290554
10	cat	WOOF	cat	0.395594457197033
10	dog	WOOF	dog	0.860521052976038
10	dog	WOOF	cat	0.543644664939924
10	cat	MEOW	cat	0.37985354207872
10	cat	MEOW	cat	0.389614074849951
10	cat	MEOW	cat	0.89375808372888
10	cat	WOOF	dog	0.363620780783919
10	cat	MEOW	cat	0.383584911620105
10	dog	MEOW	cat	0.380647016357361
10	cat	WOOF	cat	0.362301948947927
10	cat	WOOF	cat	0.278732311227931
10	cat	WOOF	dog	0.701566218381027
10	dog	WOOF	dog	0.622228058750922
10	dog	WOOF	dog	0.75090105863055
10	cat	MEOW	cat	0.767130096783573
10	cat	WOOF	dog	0.695081855585991
10	cat	MEOW	dog	0.478391879868881
10	cat	MEOW	cat	0.368093970597357
10	dog	MEOW	dog	0.559070564232433
10	dog	MEOW	cat	0.889566113159393
10	cat	WOOF	cat	0.501387655062033
10	cat	MEOW	cat	0.300081859279439
10	dog	MEOW	dog	0.369307856884223
10	cat	MEOW	cat	1.38126394986583
10	cat	MEOW	cat	0.346891378784875
10	cat	WOOF	cat	0.569816225810854
10	cat	WOOF	dog	0.874970829283337
10	dog	MEOW	dog	0.566330986244151
10	cat	MEOW	cat	0.584243951276854
10	dog	WOOF	cat	0.90255042738917
10	cat	WOOF	dog	0.455042538567008
10	dog	WOOF	cat	0.836454106325501
10	dog	WOOF	dog	0.671272948121967
10	cat	MEOW	cat	0.557296485795838
10	dog	MEOW	dog	0.940788167702966
11	cat	WOOF	cat	0.352657910607261
11	cat	WOOF	cat	0.358718841988279
11	cat	WOOF	cat	0.656148390742973
11	dog	MEOW	dog	0.652468387151985
11	dog	MEOW	cat	0.468939884283847
11	dog	WOOF	cat	0.266465456041869
11	cat	MEOW	dog	0.256442803257228
11	dog	MEOW	dog	0.249316705087678
11	cat	WOOF	cat	0.278483342153373
11	cat	MEOW	cat	0.332023646533388
11	dog	MEOW	cat	0.319044816319154
11	cat	WOOF	dog	0.541758256753205
11	dog	MEOW	dog	0.392129055301866
11	dog	WOOF	cat	0.767340227859802
11	cat	MEOW	cat	0.313489509376457
11	cat	WOOF	cat	0.246977661994915
11	cat	MEOW	dog	0.299309308294694
11	dog	WOOF	cat	0.357143797350482
11	dog	MEOW	dog	0.460240721770743
11	cat	MEOW	dog	0.542362639934612
11	dog	MEOW	cat	0.317958281438952
11	dog	MEOW	dog	0.273472947849125
11	dog	WOOF	cat	0.659197937542012
11	dog	WOOF	dog	0.600482070759224
11	cat	WOOF	dog	0.576489301335445
11	cat	WOOF	cat	0.435576289347361
11	cat	MEOW	dog	0.347104829600761
11	dog	MEOW	dog	0.301235893051426
11	cat	MEOW	dog	0.284739268250439
11	dog	WOOF	cat	0.355508116809274
11	dog	WOOF	dog	0.465175416805019
11	cat	WOOF	cat	0.279666545923824
11	cat	WOOF	dog	0.41099421629324
11	cat	MEOW	dog	0.266620579701111
11	cat	WOOF	cat	0.787689506465378
11	cat	WOOF	cat	0.635960128212632
11	dog	WOOF	dog	0.360225762698223
11	cat	MEOW	cat	0.8481897630423
11	cat	WOOF	dog	0.32973902800363
11	dog	WOOF	cat	0.268534346195734
11	cat	MEOW	cat	0.277174869294479
11	cat	MEOW	cat	0.547968887629911
11	cat	WOOF	dog	0.436273535498604
11	dog	MEOW	cat	0.639782967672989
11	dog	MEOW	cat	0.300781938211383
11	dog	MEOW	dog	0.408705394833228
11	dog	WOOF	cat	0.999296390417321
11	cat	MEOW	cat	0.399782172457967
11	dog	WOOF	cat	0.324373458991062
11	dog	WOOF	dog	0.312297728655596
11	dog	MEOW	dog	0.573869618641459
11	dog	WOOF	dog	0.373465867700749
11	cat	MEOW	dog	0.317638529753182
11	cat	WOOF	dog	1.58729592447101
11	cat	WOOF	dog	0.492071477525089
11	dog	WOOF	cat	0.814650273828864
11	cat	WOOF	cat	0.471347609655246
11	dog	MEOW	dog	0.325593492064863
11	dog	WOOF	cat	0.461714994828943
11	dog	MEOW	dog	0.347599997216379
11	cat	WOOF	dog	0.384953878010779
11	cat	WOOF	dog	0.415885129609244
11	dog	MEOW	cat	0.487870238806788
11	cat	MEOW	cat	1.2635351243386
11	dog	WOOF	dog	0.370896314366585
11	cat	WOOF	dog	0.878629198687809
11	cat	WOOF	dog	0.308582785309188
11	cat	WOOF	cat	0.252578892677401
11	dog	WOOF	cat	0.249700317637578
11	cat	MEOW	cat	0.343576934954086
11	dog	MEOW	dog	0.381182133109631
11	cat	WOOF	cat	0.628035102676687
11	dog	MEOW	dog	0.30608473646094
11	dog	WOOF	cat	0.725546642770074
11	dog	WOOF	cat	0.280652593495001
11	cat	MEOW	cat	0.717796713728956
11	cat	MEOW	cat	0.371050021814142
11	dog	MEOW	dog	0.321133937603525
11	dog	MEOW	dog	0.509197620549666
11	cat	WOOF	cat	0.6438638398471
11	dog	WOOF	dog	0.605726313364248
11	dog	WOOF	cat	0.334585637221292
11	dog	WOOF	cat	0.344966331398671
11	dog	WOOF	dog	0.334744818842686
11	dog	WOOF	dog	1.36932229517477
11	dog	MEOW	cat	0.526192371729082
11	dog	MEOW	dog	0.236759193664837
11	cat	MEOW	cat	0.290219337285455
11	dog	MEOW	dog	0.502226862544945
11	cat	WOOF	cat	0.473555676609723
11	dog	MEOW	dog	0.283130818269704
11	cat	WOOF	dog	0.360310823537732
11	cat	MEOW	cat	0.284860708062125
11	dog	WOOF	cat	0.640346980438576
11	dog	WOOF	dog	0.711623966994602
11	dog	MEOW	cat	0.446720549104222
11	dog	WOOF	cat	0.306751889344026
11	cat	WOOF	cat	0.246577157929515
11	dog	WOOF	dog	0.326129435726421
11	cat	MEOW	dog	0.291250715832653
11	cat	MEOW	dog	0.960224375202607
11	dog	WOOF	cat	0.293737742552923
11	cat	WOOF	cat	0.303756121144212
11	cat	WOOF	cat	0.690087867242192
11	dog	MEOW	dog	0.519605157823926
11	dog	MEOW	dog	0.719323505951943
11	dog	MEOW	dog	0.230624397174563
11	dog	MEOW	cat	0.558618812397632
11	cat	MEOW	cat	0.297993046165715
11	dog	WOOF	cat	1.02605827175924
11	cat	WOOF	dog	0.618353542779029
11	dog	WOOF	cat	0.410828068939022
11	dog	WOOF	cat	0.234977191062631
11	cat	WOOF	cat	0.316254976420977
11	dog	MEOW	dog	0.478380694681626
11	cat	MEOW	cat	2.2721513558418
11	dog	MEOW	dog	0.282870703373655
11	cat	WOOF	cat	0.23848595412709
11	cat	WOOF	cat	1.07488214693669
11	cat	MEOW	cat	0.374109551853378
11	dog	WOOF	cat	0.289877415961226
11	cat	MEOW	cat	0.430932535822511
11	dog	MEOW	cat	0.860914655286477
11	cat	WOOF	cat	0.531826883381408
11	dog	MEOW	cat	0.236871116058573
11	dog	MEOW	cat	0.909850577987055
11	cat	WOOF	cat	0.702610677119806
11	dog	MEOW	cat	0.832555280645701
11	cat	WOOF	dog	0.492418858981852
11	dog	WOOF	cat	0.366880962047413
11	dog	MEOW	dog	0.575517189606209
11	dog	MEOW	cat	0.910984321653385
11	cat	WOOF	dog	0.264593046448228
11	dog	WOOF	cat	0.280277426235633
11	cat	MEOW	dog	0.279522162923162
11	cat	WOOF	dog	0.588319709456277
11	dog	WOOF	dog	0.401422389448624
11	cat	MEOW	cat	0.629636004129806
11	cat	MEOW	cat	0.367997791967187
11	cat	MEOW	dog	0.381901476661973
11	dog	WOOF	dog	0.519493452266786
11	cat	MEOW	cat	0.470507044220895
11	cat	MEOW	cat	1.1416365653562
11	cat	WOOF	dog	0.969546144138918
11	dog	WOOF	dog	0.298199824841372
11	dog	MEOW	cat	0.586774211584855
11	cat	MEOW	cat	0.31249245729392
11	dog	WOOF	dog	0.522062996353763
11	cat	WOOF	dog	0.635293465236327
11	cat	MEOW	dog	0.605380145320713
11	cat	MEOW	dog	0.344177670226694
11	dog	WOOF	dog	0.415552713777451
11	dog	MEOW	dog	1.05033709588934
11	cat	WOOF	cat	0.737884852384939
11	dog	WOOF	dog	0.337621000211441
11	dog	MEOW	dog	0.983313424781041
11	cat	MEOW	cat	0.680077964330145
11	cat	MEOW	cat	1.444916706174
11	dog	MEOW	dog	0.946101090072636
11	cat	MEOW	dog	0.501253855818836
11	cat	MEOW	dog	0.572946863140526
11	dog	MEOW	dog	0.319177635566565
11	cat	MEOW	dog	0.305310607998123
11	cat	WOOF	cat	0.236457541418356
11	dog	MEOW	cat	0.764608094905609
11	cat	MEOW	cat	0.37850099919275
11	cat	WOOF	cat	0.48553627104447
11	cat	MEOW	cat	0.702873767522164
11	cat	WOOF	cat	0.270975745844459
11	dog	MEOW	dog	0.8986098441896
11	cat	WOOF	cat	0.550477232080775
11	dog	MEOW	cat	0.542837196465327
11	cat	MEOW	dog	0.922967727279091
11	cat	WOOF	cat	0.453828732412705
11	dog	MEOW	cat	0.39926464189268
11	dog	MEOW	dog	0.410470456625717
11	dog	WOOF	cat	0.704561785628178
11	cat	MEOW	cat	0.438373144695771
11	dog	MEOW	dog	0.562230613366124
11	dog	WOOF	cat	0.523829770904376
11	dog	WOOF	cat	0.27499169638225
11	cat	WOOF	cat	0.891628174043005
11	dog	WOOF	dog	1.10020806759046
11	cat	MEOW	dog	0.247038865983782
11	dog	MEOW	dog	0.247220302322307
11	cat	MEOW	dog	0.44605143885704
11	cat	WOOF	cat	0.37041897483982
11	dog	MEOW	dog	0.633048931844916
11	dog	WOOF	dog	0.421625835316949
11	cat	WOOF	dog	0.490454309890175
11	dog	WOOF	dog	1.18353738910182
11	cat	WOOF	cat	0.287464723543607
11	cat	MEOW	dog	0.784398367999545
11	dog	WOOF	cat	0.238530075519814
11	cat	WOOF	dog	0.726537877640566
11	cat	WOOF	dog	0.368263353887526
11	cat	MEOW	cat	0.620396252414894
11	dog	WOOF	dog	0.380068801181275
11	dog	WOOF	cat	0.363912707979524
11	dog	WOOF	dog	1.30316539079881
11	dog	WOOF	cat	0.337136443655648
11	cat	WOOF	dog	0.35687841582955
11	cat	WOOF	cat	0.624639141278201
11	dog	MEOW	dog	0.263549441884224
11	cat	WOOF	cat	0.408337111011685
11	cat	WOOF	dog	0.280210771307329
11	cat	WOOF	cat	0.890900108307671
11	cat	WOOF	cat	0.228429699629665
11	dog	MEOW	dog	0.658081690058801
11	dog	WOOF	cat	0.304562620257487
11	dog	MEOW	dog	0.359119169931808
11	dog	WOOF	dog	0.34195087837175
11	dog	MEOW	dog	0.481186439700812
11	dog	MEOW	dog	0.291885305993615
11	cat	MEOW	dog	0.569242883497097
11	cat	WOOF	dog	0.438397637057728
11	cat	MEOW	cat	0.743903181708967
11	dog	MEOW	dog	0.436696599356079
11	cat	MEOW	cat	0.457320570528354
11	cat	WOOF	cat	0.563842045478681
11	dog	WOOF	dog	0.529424575161038
11	cat	WOOF	cat	0.422181776101075
11	dog	MEOW	dog	0.375474427536229
11	dog	MEOW	cat	0.375057596498275
11	dog	WOOF	cat	0.274940048962631
11	cat	WOOF	cat	0.790689097146584
11	cat	MEOW	dog	0.381373660199139
11	dog	WOOF	dog	0.530392763733383
11	dog	MEOW	dog	0.386026840683744
11	dog	WOOF	dog	0.402375690661148
11	cat	WOOF	cat	0.313064561661833
